# Quranic Arabic Corpus - Dependency Treebank Data
# Scope: Full Quran (114 chapters, 6236 verses)
# Format: CHILD | PARENT | RELATION | ARABIC_LABEL | ENGLISH_LABEL
#
# Source: Extracted from syntax.txt in quranic-corpus.war
# Notation: CHILD -> PARENT (child depends on parent)
#
CHILD	PARENT	RELATION	ARABIC_LABEL	ENGLISH_LABEL
(3:114:7)	(3:114:7)	subj	فاعل	Subject
(3:114:10)	(3:114:7)	conj	معطوف	Coordinating conjunction
(3:114:10)	(3:114:10)	subj	فاعل	Subject
(3:114:12)	(3:114:11)	gen	جار ومجرور	Prepositional phrase
(3:114:14)	(3:114:15)	PP	PP	PP
(3:114:15)	(3:114:14)	gen	جار ومجرور	Prepositional phrase
(3:115:3)	(3:115:4)	PP	PP	PP
(3:115:2)	(3:115:4)	VS	VS	VS
(3:115:5)	(3:115:6)	VS	VS	VS
(3:115:2)	(3:115:2)	subj	فاعل	Subject
(3:115:4)	(3:115:3)	gen	جار ومجرور	Prepositional phrase
(3:115:6)	(3:115:5)	neg	neg	neg
(3:115:6)	(3:115:6)	pass	نائب فاعل	Passive subject
(3:115:6)	(3:115:6)	obj	مفعول به	Object
(3:115:9)	(3:115:9)	PP	PP	PP
(3:115:8)	(3:115:7)	pred	مبتدأ وخبر	Predicate
(3:115:9)	(3:115:9)	gen	جار ومجرور	Prepositional phrase
(3:116:3)	(3:116:3)	VS	VS	VS
(3:116:2)	(3:116:1)	subjx	اسم كان	Subject of special verb
(3:116:3)	(3:116:3)	subj	فاعل	Subject
(3:116:6)	(3:116:6)	PP	PP	PP
(3:116:4)	(3:116:9)	VS	VS	VS
(3:116:5)	(3:116:4)	neg	neg	neg
(3:116:6)	(3:116:6)	gen	جار ومجرور	Prepositional phrase
(3:116:7)	(3:116:5)	subj	فاعل	Subject
(3:116:7)	(3:116:7)	poss	مضاف إليه	Possessive
(3:116:8)	(3:116:9)	emph	emph	emph
(3:116:9)	(3:116:7)	conj	معطوف	Coordinating conjunction
(3:116:9)	(3:116:9)	poss	مضاف إليه	Possessive
(3:116:10)	(3:116:11)	PP	PP	PP
(3:116:11)	(3:116:10)	gen	جار ومجرور	Prepositional phrase
(3:116:12)	(3:116:5)	obj	مفعول به	Object
(3:116:14)	(3:116:13)	pred	مبتدأ وخبر	Predicate
(3:116:15)	(3:116:14)	poss	مضاف إليه	Possessive
(3:116:17)	(3:116:17)	PP	PP	PP
(3:116:17)	(3:116:17)	gen	جار ومجرور	Prepositional phrase
(3:116:18)	(3:116:16)	pred	مبتدأ وخبر	Predicate
(3:117:4)	(3:117:5)	PP	PP	PP
(3:117:3)	(3:117:7)	VS	VS	VS
(3:117:2)	(3:117:1)	poss	مضاف إليه	Possessive
(3:117:3)	(3:117:3)	subj	فاعل	Subject
(3:117:5)	(3:117:4)	gen	جار ومجرور	Prepositional phrase
(3:117:6)	(3:117:5)	app	بدل	Apposition
(3:117:7)	(3:117:6)	adj	صفة	Adjective
(3:117:8)	(3:117:8)	PP	PP	PP
(3:117:10)	(3:117:10)	PP	PP	PP
(3:117:10)	(3:117:11)	NS	NS	NS
(3:117:8)	(3:117:8)	gen	جار ومجرور	Prepositional phrase
(3:117:9)	(3:117:8)	poss	مضاف إليه	Possessive
(3:117:10)	(3:117:10)	gen	جار ومجرور	Prepositional phrase
(3:117:15)	(3:117:16)	VS	VS	VS
(3:117:13)	(3:117:12)	obj	مفعول به	Object
(3:117:14)	(3:117:13)	poss	مضاف إليه	Possessive
(3:117:15)	(3:117:15)	subj	فاعل	Subject
(3:117:16)	(3:117:15)	obj	مفعول به	Object
(3:117:16)	(3:117:16)	poss	مضاف إليه	Possessive
(3:117:17)	(3:117:12)	conj	معطوف	Coordinating conjunction
(3:117:17)	(3:117:17)	obj	مفعول به	Object
(3:117:19)	(3:117:18)	neg	neg	neg
(3:117:19)	(3:117:19)	obj	مفعول به	Object
(3:117:20)	(3:117:19)	subj	فاعل	Subject
(3:117:22)	(3:117:22)	poss	مضاف إليه	Possessive
(3:117:22)	(3:117:23)	obj	مفعول به	Object
(3:117:23)	(3:117:21)	amd	amd	amd
(3:117:23)	(3:117:23)	subj	فاعل	Subject
(3:118:3)	(3:118:3)	VS	VS	VS
(3:118:1)	(3:118:1)	voc	voc	voc
(3:118:2)	(3:118:1)	app	بدل	Apposition
(3:118:3)	(3:118:3)	subj	فاعل	Subject
(3:118:7)	(3:118:8)	PP	PP	PP
(3:118:5)	(3:118:4)	pro	نهي	Prohibition
(3:118:5)	(3:118:5)	subj	فاعل	Subject
(3:118:6)	(3:118:5)	obj	مفعول به	Object
(3:118:8)	(3:118:7)	gen	جار ومجرور	Prepositional phrase
(3:118:8)	(3:118:8)	poss	مضاف إليه	Possessive
(3:118:10)	(3:118:9)	neg	neg	neg
(3:118:10)	(3:118:10)	subj	فاعل	Subject
(3:118:10)	(3:118:10)	obj	مفعول به	Object
(3:118:11)	(3:118:10)	spec	تمييز	Specification
(3:118:14)	(3:118:14)	VS	VS	VS
(3:118:13)	(3:118:14)	SC	SC	SC
(3:118:12)	(3:118:12)	subj	فاعل	Subject
(3:118:14)	(3:118:14)	subj	فاعل	Subject
(3:118:18)	(3:118:19)	PP	PP	PP
(3:118:16)	(3:118:15)	cert	cert	cert
(3:118:17)	(3:118:16)	subj	فاعل	Subject
(3:118:19)	(3:118:18)	gen	جار ومجرور	Prepositional phrase
(3:118:19)	(3:118:19)	poss	مضاف إليه	Possessive
(3:118:21)	(3:118:22)	VS	VS	VS
(3:118:22)	(3:118:21)	subj	فاعل	Subject
(3:118:22)	(3:118:22)	poss	مضاف إليه	Possessive
(3:118:23)	(3:118:20)	pred	مبتدأ وخبر	Predicate
(3:118:26)	(3:118:26)	PP	PP	PP
(3:118:25)	(3:118:24)	cert	cert	cert
(3:118:25)	(3:118:25)	subj	فاعل	Subject
(3:118:26)	(3:118:26)	gen	جار ومجرور	Prepositional phrase
(3:118:27)	(3:118:25)	obj	مفعول به	Object
(3:118:30)	(3:118:30)	VS	VS	VS
(3:118:29)	(3:118:30)	NS	NS	NS
(3:118:29)	(3:118:29)	subjx	اسم كان	Subject of special verb
(3:118:30)	(3:118:30)	subj	فاعل	Subject
(3:119:1)	(3:119:1)	voc	voc	voc
(3:119:2)	(3:119:1)	pred	مبتدأ وخبر	Predicate
(3:119:3)	(3:119:3)	VS	VS	VS
(3:119:4)	(3:119:5)	VS	VS	VS
(3:119:3)	(3:119:3)	subj	فاعل	Subject
(3:119:3)	(3:119:3)	obj	مفعول به	Object
(3:119:5)	(3:119:4)	neg	neg	neg
(3:119:5)	(3:119:5)	subj	فاعل	Subject
(3:119:5)	(3:119:5)	obj	مفعول به	Object
(3:119:7)	(3:119:7)	PP	PP	PP
(3:119:3)	(3:119:3)	subj	فاعل	Subject
(3:119:3)	(3:119:3)	obj	مفعول به	Object
(3:119:6)	(3:119:3)	conj	معطوف	Coordinating conjunction
(3:119:6)	(3:119:6)	subj	فاعل	Subject
(3:119:7)	(3:119:7)	gen	جار ومجرور	Prepositional phrase
(3:119:8)	(3:119:7)	emph	emph	emph
(3:119:8)	(3:119:8)	poss	مضاف إليه	Possessive
(3:119:10)	(3:119:10)	VS	VS	VS
(3:119:12)	(3:119:12)	VS	VS	VS
(3:119:11)	(3:119:12)	VS	VS	VS
(3:119:10)	(3:119:10)	subj	فاعل	Subject
(3:119:10)	(3:119:10)	obj	مفعول به	Object
(3:119:11)	(3:119:11)	subj	فاعل	Subject
(3:119:12)	(3:119:12)	subj	فاعل	Subject
(3:119:14)	(3:119:14)	VS	VS	VS
(3:119:13)	(3:119:9)	conj	معطوف	Coordinating conjunction
(3:119:14)	(3:119:14)	subj	فاعل	Subject
(3:119:16)	(3:119:16)	PP	PP	PP
(3:119:18)	(3:119:19)	PP	PP	PP
(3:119:15)	(3:119:19)	VS	VS	VS
(3:119:15)	(3:119:15)	subj	فاعل	Subject
(3:119:16)	(3:119:16)	gen	جار ومجرور	Prepositional phrase
(3:119:17)	(3:119:15)	obj	مفعول به	Object
(3:119:19)	(3:119:18)	gen	جار ومجرور	Prepositional phrase
(3:119:22)	(3:119:22)	PP	PP	PP
(3:119:21)	(3:119:22)	VS	VS	VS
(3:119:21)	(3:119:21)	subj	فاعل	Subject
(3:119:22)	(3:119:22)	gen	جار ومجرور	Prepositional phrase
(3:119:22)	(3:119:22)	poss	مضاف إليه	Possessive
(3:119:26)	(3:119:26)	PP	PP	PP
(3:119:24)	(3:119:23)	subjx	اسم كان	Subject of special verb
(3:119:25)	(3:119:23)	predx	خبر كان	Predicate of special verb
(3:119:26)	(3:119:26)	gen	جار ومجرور	Prepositional phrase
(3:119:27)	(3:119:26)	poss	مضاف إليه	Possessive
(3:120:2)	(3:120:3)	VS	VS	VS
(3:120:2)	(3:120:2)	obj	مفعول به	Object
(3:120:3)	(3:120:2)	subj	فاعل	Subject
(3:120:4)	(3:120:4)	obj	مفعول به	Object
(3:120:6)	(3:120:7)	VS	VS	VS
(3:120:9)	(3:120:9)	PP	PP	PP
(3:120:8)	(3:120:9)	VS	VS	VS
(3:120:5)	(3:120:1)	conj	معطوف	Coordinating conjunction
(3:120:6)	(3:120:6)	obj	مفعول به	Object
(3:120:7)	(3:120:6)	subj	فاعل	Subject
(3:120:8)	(3:120:8)	subj	فاعل	Subject
(3:120:9)	(3:120:9)	gen	جار ومجرور	Prepositional phrase
(3:120:11)	(3:120:12)	VS	VS	VS
(3:120:10)	(3:120:5)	conj	معطوف	Coordinating conjunction
(3:120:11)	(3:120:11)	subj	فاعل	Subject
(3:120:12)	(3:120:11)	conj	معطوف	Coordinating conjunction
(3:120:12)	(3:120:12)	subj	فاعل	Subject
(3:120:13)	(3:120:16)	VS	VS	VS
(3:120:14)	(3:120:13)	neg	neg	neg
(3:120:14)	(3:120:14)	obj	مفعول به	Object
(3:120:15)	(3:120:14)	subj	فاعل	Subject
(3:120:15)	(3:120:15)	poss	مضاف إليه	Possessive
(3:120:16)	(3:120:14)	obj	مفعول به	Object
(3:120:19)	(3:120:19)	PP	PP	PP
(3:120:20)	(3:120:20)	VS	VS	VS
(3:120:18)	(3:120:17)	subjx	اسم كان	Subject of special verb
(3:120:19)	(3:120:19)	gen	جار ومجرور	Prepositional phrase
(3:120:20)	(3:120:20)	subj	فاعل	Subject
(3:120:21)	(3:120:17)	predx	خبر كان	Predicate of special verb
(3:121:3)	(3:121:4)	PP	PP	PP
(3:121:1)	(3:121:2)	link	متعلق	PP attachment
(3:121:2)	(3:121:2)	subj	فاعل	Subject
(3:121:4)	(3:121:3)	gen	جار ومجرور	Prepositional phrase
(3:121:4)	(3:121:4)	poss	مضاف إليه	Possessive
(3:121:8)	(3:121:8)	PP	PP	PP
(3:121:6)	(3:121:5)	obj	مفعول به	Object
(3:121:7)	(3:121:5)	obj	مفعول به	Object
(3:121:8)	(3:121:8)	gen	جار ومجرور	Prepositional phrase
(3:121:10)	(3:121:9)	pred	مبتدأ وخبر	Predicate
(3:121:11)	(3:121:10)	adj	صفة	Adjective
(3:122:4)	(3:122:4)	PP	PP	PP
(3:122:6)	(3:122:6)	VS	VS	VS
(3:122:5)	(3:122:6)	SC	SC	SC
(3:122:1)	(3:122:2)	link	متعلق	PP attachment
(3:122:3)	(3:122:2)	subj	فاعل	Subject
(3:122:4)	(3:122:4)	gen	جار ومجرور	Prepositional phrase
(3:122:6)	(3:122:6)	subj	فاعل	Subject
(3:122:8)	(3:122:7)	pred	مبتدأ وخبر	Predicate
(3:122:8)	(3:122:8)	poss	مضاف إليه	Possessive
(3:122:9)	(3:122:10)	PP	PP	PP
(3:122:10)	(3:122:9)	gen	جار ومجرور	Prepositional phrase
(3:122:11)	(3:122:11)	impv	أمر	Imperative
(3:122:12)	(3:122:11)	subj	فاعل	Subject
(3:123:4)	(3:123:4)	PP	PP	PP
(3:123:1)	(3:123:1)	emph	emph	emph
(3:123:2)	(3:123:1)	cert	cert	cert
(3:123:2)	(3:123:2)	obj	مفعول به	Object
(3:123:3)	(3:123:2)	subj	فاعل	Subject
(3:123:4)	(3:123:4)	gen	جار ومجرور	Prepositional phrase
(3:123:5)	(3:123:6)	NS	NS	NS
(3:123:2)	(3:123:2)	obj	مفعول به	Object
(3:123:6)	(3:123:5)	pred	مبتدأ وخبر	Predicate
(3:123:7)	(3:123:7)	subj	فاعل	Subject
(3:123:8)	(3:123:7)	obj	مفعول به	Object
(3:123:10)	(3:123:10)	VS	VS	VS
(3:123:9)	(3:123:9)	subjx	اسم كان	Subject of special verb
(3:123:10)	(3:123:10)	subj	فاعل	Subject
(3:124:3)	(3:124:3)	PP	PP	PP
(3:124:4)	(3:124:5)	VS	VS	VS
(3:124:1)	(3:124:2)	link	متعلق	PP attachment
(3:124:3)	(3:124:3)	gen	جار ومجرور	Prepositional phrase
(3:124:4)	(3:124:4)	intg	intg	intg
(3:124:5)	(3:124:4)	neg	neg	neg
(3:124:5)	(3:124:5)	obj	مفعول به	Object
(3:124:7)	(3:124:8)	VS	VS	VS
(3:124:6)	(3:124:8)	SC	SC	SC
(3:124:5)	(3:124:5)	obj	مفعول به	Object
(3:124:7)	(3:124:7)	obj	مفعول به	Object
(3:124:8)	(3:124:7)	subj	فاعل	Subject
(3:124:8)	(3:124:8)	poss	مضاف إليه	Possessive
(3:124:9)	(3:124:9)	PP	PP	PP
(3:124:11)	(3:124:12)	PP	PP	PP
(3:124:7)	(3:124:7)	obj	مفعول به	Object
(3:124:9)	(3:124:9)	gen	جار ومجرور	Prepositional phrase
(3:124:10)	(3:124:9)	poss	مضاف إليه	Possessive
(3:124:12)	(3:124:11)	gen	جار ومجرور	Prepositional phrase
(3:124:13)	(3:124:12)	circ	حال	Circumstantial
(3:125:3)	(3:125:4)	VS	VS	VS
(3:125:2)	(3:125:1)	ans	ans	ans
(3:125:3)	(3:125:3)	subj	فاعل	Subject
(3:125:4)	(3:125:3)	conj	معطوف	Coordinating conjunction
(3:125:4)	(3:125:4)	subj	فاعل	Subject
(3:125:6)	(3:125:7)	PP	PP	PP
(3:125:4)	(3:125:4)	subj	فاعل	Subject
(3:125:5)	(3:125:4)	conj	معطوف	Coordinating conjunction
(3:125:5)	(3:125:5)	subj	فاعل	Subject
(3:125:5)	(3:125:5)	obj	مفعول به	Object
(3:125:7)	(3:125:6)	gen	جار ومجرور	Prepositional phrase
(3:125:7)	(3:125:7)	poss	مضاف إليه	Possessive
(3:125:8)	(3:125:7)	poss	مضاف إليه	Possessive
(3:125:11)	(3:125:11)	PP	PP	PP
(3:125:9)	(3:125:12)	VS	VS	VS
(3:125:9)	(3:125:9)	obj	مفعول به	Object
(3:125:10)	(3:125:9)	subj	فاعل	Subject
(3:125:10)	(3:125:10)	poss	مضاف إليه	Possessive
(3:125:11)	(3:125:11)	gen	جار ومجرور	Prepositional phrase
(3:125:12)	(3:125:11)	poss	مضاف إليه	Possessive
(3:125:13)	(3:125:14)	PP	PP	PP
(3:125:11)	(3:125:11)	gen	جار ومجرور	Prepositional phrase
(3:125:14)	(3:125:13)	gen	جار ومجرور	Prepositional phrase
(3:125:15)	(3:125:14)	circ	حال	Circumstantial
(3:126:6)	(3:126:6)	PP	PP	PP
(3:126:2)	(3:126:1)	neg	neg	neg
(3:126:2)	(3:126:2)	obj	مفعول به	Object
(3:126:3)	(3:126:2)	subj	فاعل	Subject
(3:126:4)	(3:126:5)	res	res	res
(3:126:5)	(3:126:2)	obj	مفعول به	Object
(3:126:6)	(3:126:6)	gen	جار ومجرور	Prepositional phrase
(3:126:9)	(3:126:9)	PP	PP	PP
(3:126:7)	(3:126:9)	VS	VS	VS
(3:126:8)	(3:126:7)	subj	فاعل	Subject
(3:126:8)	(3:126:8)	poss	مضاف إليه	Possessive
(3:126:9)	(3:126:9)	gen	جار ومجرور	Prepositional phrase
(3:126:13)	(3:126:14)	PP	PP	PP
(3:126:11)	(3:126:10)	neg	neg	neg
(3:126:14)	(3:126:13)	gen	جار ومجرور	Prepositional phrase
(3:126:15)	(3:126:14)	poss	مضاف إليه	Possessive
(3:126:16)	(3:126:15)	adj	صفة	Adjective
(3:126:17)	(3:126:15)	adj	صفة	Adjective
(3:127:3)	(3:127:4)	PP	PP	PP
(3:127:5)	(3:127:5)	VS	VS	VS
(3:127:1)	(3:127:5)	VS	VS	VS
(3:127:2)	(3:127:1)	obj	مفعول به	Object
(3:127:4)	(3:127:3)	gen	جار ومجرور	Prepositional phrase
(3:127:5)	(3:127:5)	subj	فاعل	Subject
(3:127:7)	(3:127:1)	conj	معطوف	Coordinating conjunction
(3:127:7)	(3:127:7)	obj	مفعول به	Object
(3:127:8)	(3:127:7)	conj	معطوف	Coordinating conjunction
(3:127:8)	(3:127:8)	subj	فاعل	Subject
(3:127:9)	(3:127:8)	obj	مفعول به	Object
(3:128:2)	(3:128:2)	PP	PP	PP
(3:128:3)	(3:128:4)	PP	PP	PP
(3:128:2)	(3:128:2)	gen	جار ومجرور	Prepositional phrase
(3:128:4)	(3:128:3)	gen	جار ومجرور	Prepositional phrase
(3:128:5)	(3:128:1)	subjx	اسم كان	Subject of special verb
(3:128:8)	(3:128:8)	PP	PP	PP
(3:128:7)	(3:127:1)	conj	معطوف	Coordinating conjunction
(3:128:8)	(3:128:8)	gen	جار ومجرور	Prepositional phrase
(3:128:10)	(3:128:7)	conj	معطوف	Coordinating conjunction
(3:128:10)	(3:128:10)	obj	مفعول به	Object
(3:128:11)	(3:128:11)	subjx	اسم كان	Subject of special verb
(3:128:12)	(3:128:11)	predx	خبر كان	Predicate of special verb
(3:129:1)	(3:129:1)	PP	PP	PP
(3:129:3)	(3:129:4)	PP	PP	PP
(3:129:1)	(3:129:1)	gen	جار ومجرور	Prepositional phrase
(3:129:4)	(3:129:3)	gen	جار ومجرور	Prepositional phrase
(3:129:6)	(3:129:7)	PP	PP	PP
(3:129:5)	(3:129:2)	conj	معطوف	Coordinating conjunction
(3:129:7)	(3:129:6)	gen	جار ومجرور	Prepositional phrase
(3:129:9)	(3:129:9)	PP	PP	PP
(3:129:9)	(3:129:9)	gen	جار ومجرور	Prepositional phrase
(3:129:11)	(3:129:8)	conj	معطوف	Coordinating conjunction
(3:129:12)	(3:129:11)	obj	مفعول به	Object
(3:129:15)	(3:129:14)	pred	مبتدأ وخبر	Predicate
(3:129:16)	(3:129:15)	adj	صفة	Adjective
(3:130:3)	(3:130:3)	VS	VS	VS
(3:130:1)	(3:130:1)	voc	voc	voc
(3:130:2)	(3:130:1)	app	بدل	Apposition
(3:130:3)	(3:130:3)	subj	فاعل	Subject
(3:130:5)	(3:130:4)	pro	نهي	Prohibition
(3:130:5)	(3:130:5)	subj	فاعل	Subject
(3:130:6)	(3:130:5)	obj	مفعول به	Object
(3:130:7)	(3:130:6)	circ	حال	Circumstantial
(3:130:8)	(3:130:7)	adj	صفة	Adjective
(3:130:9)	(3:130:9)	subj	فاعل	Subject
(3:130:10)	(3:130:9)	obj	مفعول به	Object
(3:130:12)	(3:130:12)	VS	VS	VS
(3:130:11)	(3:130:11)	subjx	اسم كان	Subject of special verb
(3:130:12)	(3:130:12)	subj	فاعل	Subject
(3:131:5)	(3:131:5)	PP	PP	PP
(3:131:4)	(3:131:5)	VS	VS	VS
(3:130:9)	(3:130:9)	subj	فاعل	Subject
(3:131:1)	(3:130:9)	conj	معطوف	Coordinating conjunction
(3:131:1)	(3:131:1)	subj	فاعل	Subject
(3:131:2)	(3:131:1)	obj	مفعول به	Object
(3:131:3)	(3:131:2)	adj	صفة	Adjective
(3:131:5)	(3:131:5)	gen	جار ومجرور	Prepositional phrase
(3:130:9)	(3:130:9)	subj	فاعل	Subject
(3:132:1)	(3:130:9)	conj	معطوف	Coordinating conjunction
(3:132:1)	(3:132:1)	subj	فاعل	Subject
(3:132:2)	(3:132:1)	obj	مفعول به	Object
(3:132:3)	(3:132:2)	conj	معطوف	Coordinating conjunction
(3:132:5)	(3:132:5)	VS	VS	VS
(3:132:4)	(3:132:4)	subjx	اسم كان	Subject of special verb
(3:132:5)	(3:132:5)	pass	نائب فاعل	Passive subject
(3:133:2)	(3:133:3)	PP	PP	PP
(3:133:4)	(3:133:5)	PP	PP	PP
(3:133:1)	(3:133:1)	subj	فاعل	Subject
(3:133:3)	(3:133:2)	gen	جار ومجرور	Prepositional phrase
(3:133:5)	(3:133:4)	gen	جار ومجرور	Prepositional phrase
(3:133:5)	(3:133:5)	poss	مضاف إليه	Possessive
(3:133:7)	(3:133:9)	NS	NS	NS
(3:133:6)	(3:133:3)	conj	معطوف	Coordinating conjunction
(3:133:7)	(3:133:7)	poss	مضاف إليه	Possessive
(3:133:8)	(3:133:7)	pred	مبتدأ وخبر	Predicate
(3:133:9)	(3:133:8)	conj	معطوف	Coordinating conjunction
(3:133:11)	(3:133:11)	PP	PP	PP
(3:133:10)	(3:133:11)	VS	VS	VS
(3:133:11)	(3:133:11)	gen	جار ومجرور	Prepositional phrase
(3:134:3)	(3:134:4)	PP	PP	PP
(3:134:2)	(3:134:5)	VS	VS	VS
(3:133:11)	(3:133:11)	gen	جار ومجرور	Prepositional phrase
(3:134:1)	(3:133:11)	adj	صفة	Adjective
(3:134:2)	(3:134:2)	subj	فاعل	Subject
(3:134:4)	(3:134:3)	gen	جار ومجرور	Prepositional phrase
(3:134:5)	(3:134:4)	conj	معطوف	Coordinating conjunction
(3:133:11)	(3:133:11)	gen	جار ومجرور	Prepositional phrase
(3:134:6)	(3:133:11)	conj	معطوف	Coordinating conjunction
(3:134:7)	(3:134:6)	obj	مفعول به	Object
(3:134:9)	(3:134:10)	PP	PP	PP
(3:134:8)	(3:134:6)	conj	معطوف	Coordinating conjunction
(3:134:10)	(3:134:9)	gen	جار ومجرور	Prepositional phrase
(3:134:12)	(3:134:13)	VS	VS	VS
(3:134:13)	(3:134:12)	obj	مفعول به	Object
(3:135:3)	(3:135:7)	VS	VS	VS
(3:135:2)	(3:135:7)	CS	CS	CS
(3:135:3)	(3:135:3)	subj	فاعل	Subject
(3:135:4)	(3:135:3)	obj	مفعول به	Object
(3:135:6)	(3:135:3)	conj	معطوف	Coordinating conjunction
(3:135:6)	(3:135:6)	subj	فاعل	Subject
(3:135:7)	(3:135:6)	obj	مفعول به	Object
(3:135:7)	(3:135:7)	poss	مضاف إليه	Possessive
(3:135:8)	(3:135:9)	VS	VS	VS
(3:135:8)	(3:135:8)	subj	فاعل	Subject
(3:135:9)	(3:135:8)	obj	مفعول به	Object
(3:135:11)	(3:135:11)	PP	PP	PP
(3:135:8)	(3:135:8)	subj	فاعل	Subject
(3:135:10)	(3:135:8)	conj	معطوف	Coordinating conjunction
(3:135:10)	(3:135:10)	subj	فاعل	Subject
(3:135:11)	(3:135:11)	gen	جار ومجرور	Prepositional phrase
(3:135:11)	(3:135:11)	poss	مضاف إليه	Possessive
(3:135:13)	(3:135:16)	VS	VS	VS
(3:135:14)	(3:135:13)	obj	مفعول به	Object
(3:135:15)	(3:135:16)	res	res	res
(3:135:16)	(3:135:13)	subj	فاعل	Subject
(3:135:19)	(3:135:20)	PP	PP	PP
(3:135:21)	(3:135:21)	VS	VS	VS
(3:135:18)	(3:135:17)	neg	neg	neg
(3:135:18)	(3:135:18)	subj	فاعل	Subject
(3:135:20)	(3:135:19)	gen	جار ومجرور	Prepositional phrase
(3:135:21)	(3:135:21)	subj	فاعل	Subject
(3:135:23)	(3:135:23)	VS	VS	VS
(3:135:22)	(3:135:23)	NS	NS	NS
(3:135:18)	(3:135:18)	subj	فاعل	Subject
(3:135:23)	(3:135:23)	subj	فاعل	Subject
(3:136:4)	(3:136:5)	PP	PP	PP
(3:136:2)	(3:136:5)	NS	NS	NS
(3:136:2)	(3:136:2)	poss	مضاف إليه	Possessive
(3:136:3)	(3:136:2)	pred	مبتدأ وخبر	Predicate
(3:136:5)	(3:136:4)	gen	جار ومجرور	Prepositional phrase
(3:136:5)	(3:136:5)	poss	مضاف إليه	Possessive
(3:136:8)	(3:136:9)	PP	PP	PP
(3:136:7)	(3:136:10)	VS	VS	VS
(3:136:6)	(3:136:3)	conj	معطوف	Coordinating conjunction
(3:136:9)	(3:136:8)	gen	جار ومجرور	Prepositional phrase
(3:136:9)	(3:136:9)	poss	مضاف إليه	Possessive
(3:136:10)	(3:136:7)	subj	فاعل	Subject
(3:136:12)	(3:136:12)	PP	PP	PP
(3:136:11)	(3:136:1)	circ	حال	Circumstantial
(3:136:12)	(3:136:12)	gen	جار ومجرور	Prepositional phrase
(3:136:14)	(3:136:13)	subj	فاعل	Subject
(3:136:15)	(3:136:14)	poss	مضاف إليه	Possessive
(3:137:3)	(3:137:4)	PP	PP	PP
(3:137:2)	(3:137:1)	cert	cert	cert
(3:137:4)	(3:137:3)	gen	جار ومجرور	Prepositional phrase
(3:137:4)	(3:137:4)	poss	مضاف إليه	Possessive
(3:137:5)	(3:137:2)	subj	فاعل	Subject
(3:137:7)	(3:137:8)	PP	PP	PP
(3:137:6)	(3:137:6)	subj	فاعل	Subject
(3:137:8)	(3:137:7)	gen	جار ومجرور	Prepositional phrase
(3:137:10)	(3:137:13)	NS	NS	NS
(3:137:6)	(3:137:6)	subj	فاعل	Subject
(3:137:9)	(3:137:6)	conj	معطوف	Coordinating conjunction
(3:137:9)	(3:137:9)	subj	فاعل	Subject
(3:137:10)	(3:137:11)	predx	خبر كان	Predicate of special verb
(3:137:12)	(3:137:11)	subjx	اسم كان	Subject of special verb
(3:137:13)	(3:137:12)	poss	مضاف إليه	Possessive
(3:138:3)	(3:138:3)	PP	PP	PP
(3:138:6)	(3:138:6)	PP	PP	PP
(3:138:2)	(3:138:1)	pred	مبتدأ وخبر	Predicate
(3:138:3)	(3:138:3)	gen	جار ومجرور	Prepositional phrase
(3:138:4)	(3:138:2)	conj	معطوف	Coordinating conjunction
(3:138:5)	(3:138:4)	conj	معطوف	Coordinating conjunction
(3:138:6)	(3:138:6)	gen	جار ومجرور	Prepositional phrase
(3:139:1)	(3:139:2)	VS	VS	VS
(3:139:3)	(3:139:4)	VS	VS	VS
(3:139:2)	(3:139:1)	pro	نهي	Prohibition
(3:139:2)	(3:139:2)	subj	فاعل	Subject
(3:139:4)	(3:139:3)	pro	نهي	Prohibition
(3:139:4)	(3:139:4)	subj	فاعل	Subject
(3:139:6)	(3:139:5)	pred	مبتدأ وخبر	Predicate
(3:139:8)	(3:139:9)	NS	NS	NS
(3:139:8)	(3:139:8)	subjx	اسم كان	Subject of special verb
(3:139:9)	(3:139:8)	predx	خبر كان	Predicate of special verb
(3:140:2)	(3:140:3)	VS	VS	VS
(3:140:2)	(3:140:2)	obj	مفعول به	Object
(3:140:3)	(3:140:2)	subj	فاعل	Subject
(3:140:4)	(3:140:8)	VS	VS	VS
(3:140:5)	(3:140:4)	cert	cert	cert
(3:140:6)	(3:140:5)	obj	مفعول به	Object
(3:140:7)	(3:140:5)	subj	فاعل	Subject
(3:140:8)	(3:140:7)	app	بدل	Apposition
(3:140:8)	(3:140:8)	poss	مضاف إليه	Possessive
(3:140:11)	(3:140:13)	VS	VS	VS
(3:140:10)	(3:140:9)	app	بدل	Apposition
(3:140:11)	(3:140:11)	obj	مفعول به	Object
(3:140:12)	(3:140:11)	link	متعلق	PP attachment
(3:140:13)	(3:140:12)	poss	مضاف إليه	Possessive
(3:140:17)	(3:140:17)	VS	VS	VS
(3:140:14)	(3:140:17)	VS	VS	VS
(3:140:14)	(3:140:14)	sup	sup	sup
(3:140:15)	(3:140:14)	subj	فاعل	Subject
(3:140:16)	(3:140:14)	obj	مفعول به	Object
(3:140:17)	(3:140:17)	subj	فاعل	Subject
(3:140:19)	(3:140:19)	PP	PP	PP
(3:140:18)	(3:140:14)	conj	معطوف	Coordinating conjunction
(3:140:19)	(3:140:19)	gen	جار ومجرور	Prepositional phrase
